exam_slug,section,year,slot,paper_code,question_id,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,detailed_solution,topic,subtopic,archetype,difficulty,source_reference,frequency_weight,probability_score,trend_score,is_free,is_premium,tags
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q27,"If log2(5 + log3a) = 3 and log5(4a + 12 + log2b) = 3, then a + b is equal to: Answer Actual CAT 2018 Question Paper",MCQ,32,59,67,40 online.2IIM.com,B,"If log2(5 + log3a) = 3 and log5(4a + 12 + log2b) = 3, then a + b is equal to: A) 32 B) 59 C) 67 D) 40 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Logarithms Easy --- PAGE 67 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Algebra,Linear Equations,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Algebra, subtopic:Linear Equations, archetype:Mixture concentration problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q28,"Humans and robots can both perform a job but at diﬀerent eﬃciencies. Fifteen humans and ﬁve robots working together take thirty days to ﬁnish the job, whereas ﬁve humans and ﬁfteen robots working together take sixty days to ﬁnish it. How many days will ﬁfteen humans working together (without any robot) take to ﬁnish it? Answer Actual CAT 2018 Question Paper",MCQ,40,32,36,45 online.2IIM.com,B,"Humans and robots can both perform a job but at diﬀerent eﬃciencies. Fifteen humans and ﬁve robots working together take thirty days to ﬁnish the job, whereas ﬁve humans and ﬁfteen robots working together take sixty days to ﬁnish it. How many days will ﬁfteen humans working together (without any robot) take to ﬁnish it? A) 40 B) 32 C) 36 D) 45 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Work and Time Easy --- PAGE 68 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Work-efficiency problem,Medium,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q29,"In a parallelogram ABCD of area 72 sq cm, the sides CD and AD have lengths 9 cm and 16 cm, respectively. Let P be a point on CD such that AP is perpendicular to CD. Then the area, in sq cm, of triangle APD is: Answer Actual CAT 2018 Question Paper",MCQ,18√3,24√3,32√3,12√3 online.2IIM.com,C,"In a parallelogram ABCD of area 72 sq cm, the sides CD and AD have lengths 9 cm and 16 cm, respectively. Let P be a point on CD such that AP is perpendicular to CD. Then the area, in sq cm, of triangle APD is: A) 18√3 B) 24√3 C) 32√3 D) 12√3 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Mensuration Easy --- PAGE 69 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Geometry,Triangles,Ratio sharing problem,Medium,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Geometry, subtopic:Triangles, archetype:Ratio sharing problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q30,"In a circle, two parallel chords on the same side of a diameter have lengths 4 cm and 6 cm. If the distance between these chords is 1 cm, then the radius of the circle, in cm, is Answer Actual CAT 2018 Question Paper",MCQ,13,14,11,12 online.2IIM.com,A,"In a circle, two parallel chords on the same side of a diameter have lengths 4 cm and 6 cm. If the distance between these chords is 1 cm, then the radius of the circle, in cm, is A) 𝟏𝟑 B) 14 C) 11 D) 12 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Geometry Easy --- PAGE 70 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Geometry,Circles,Circle tangent/chord problem,Easy,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Geometry, subtopic:Circles, archetype:Circle tangent/chord problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q31,"A tank is fitted with pipes, some filling it and the rest draining it. All filling pipes fill at the same rate, and all draining pipes drain at the same rate. The empty tank gets completely filled in 6 hours when 6 filling and 5 draining pipes are on, but this time becomes 60 hours when 5 filling and 6 draining pipes are on. In how many hours will the empty tank get completely filled when one draining and two filling pipes are on? [TITA] online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,10,"A tank is fitted with pipes, some filling it and the rest draining it. All filling pipes fill at the same rate, and all draining pipes drain at the same rate. The empty tank gets completely filled in 6 hours when 6 filling and 5 draining pipes are on, but this time becomes 60 hours when 5 filling and 6 draining pipes are on. In how many hours will the empty tank get completely filled when one draining and two filling pipes are on? [TITA] Answer: 10 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Pipes & Cisterns Easy --- PAGE 71 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Work-efficiency problem,Medium,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q32,"If among 200 students, 105 like pizza and 134 like burger, then the number of students who like only burger can possibly be Answer Actual CAT 2018 Question Paper",MCQ,26,23,96,93 online.2IIM.com,D,"If among 200 students, 105 like pizza and 134 like burger, then the number of students who like only burger can possibly be A) 26 B) 23 C) 96 D) 93 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Set Theory Medium --- PAGE 72 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q33,"Let f(x)=min{2x2, 52 - 5x}, where x is any positive real number. Then the maximum possible value of f(x) is [TITA] online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,32,"Let f(x)=min{2x2, 52 - 5x}, where x is any positive real number. Then the maximum possible value of f(x) is [TITA] Answer: 32 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Functions Easy --- PAGE 73 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Algebra,Functions,Function value/domain problem,Medium,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Algebra, subtopic:Functions, archetype:Function value/domain problem"
cat,QA,2018,Slot 1,CAT_2018_S1_QA,CAT_2018_S1_QA_Q34,"In an apartment complex, the number of people aged 51 years and above is 30 and there are at most 39 people whose ages are below 51 years. The average age of all the people in the apartment complex is 38 years. What is the largest possible average age, in years, of the people whose ages are below 51 years? Answer Actual CAT 2018 Question Paper Done with the Questions! Take a break • 2IIM offers a fabulous, comprehensive course on CAT preparation. • A chunk of the course has been made available totally free of cost. So sign up as a trial user and check out our free content asap! • Practice, practice and then practice some more. 2IIM’s Question bank is generally a must-solve on all serious CAT aspirants’ checklist. Click this to check it out! Actual CAT 2018 Question Paper",MCQ,25,26,27,28 online.2IIM.com,A,"In an apartment complex, the number of people aged 51 years and above is 30 and there are at most 39 people whose ages are below 51 years. The average age of all the people in the apartment complex is 38 years. What is the largest possible average age, in years, of the people whose ages are below 51 years? A)25 B)26 C)27 D)28 online.2IIM.com Back to Question Video Solution Difficulty Level – Topic – Averages Medium --- PAGE 74 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com Done with the answers too! • Find our online course at: online.2iim.com • About 2IIM’s CAT course: We have got a fabulous response for our course. Check out this Quora thread, where genuine students have shared their opinions about our course. • 2IIM’s Facebook group has more than 17K members. We keep sharing reading material for VARC almost everyday. • We have around 76K subscribers on our YouTube channel. We post solutions to CAT problems, as well as general test-taking strategies, interviews etc. • We have a wonderful, informative blog which is widely read. --- PAGE 75 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com To Learn and Practice more CAT Level Questions Visit - Questions.2IIM.com online.2IIM.com Visit online.2IIM.com, Sign up as a trial user, learn 40 Hours for free!",Arithmetic,Ratio and Proportion,Ratio sharing problem,Hard,data/extracted_text/2018/Slot_1/QA/CAT_2018_Slot_1_QA.txt,,,,true,false,"year:2018, slot:Slot 1, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q01,"Points A, P, Q and B lie on the same line such that P, Q and B are, respectively, 100 km, 200 km and 300 km away from A. Cars 1 and 2 leave A at the same time and move towards B. Simultaneously, car 3 leaves B and moves towards A. Car 3 meets Car 1 at Q, and Car 2 at P. If each car is moving in uniform speed then the ratio of the speed of Car 2 to that of Car 1 is for this question Answer online.2IIM.com questions from 2IIM question bank Actual CAT 2018 Question Paper",MCQ,1 : 4,2 : 9,1 : 2,2 : 7,A,"Points A, P, Q and B lie on the same line such that P, Q and B are, respectively, 100 km, 200 km and 300 km away from A. Cars 1 and 2 leave A at the same time and move towards B. Simultaneously, car 3 leaves B and moves towards A. Car 3 meets Car 1 at Q, and Car 2 at P. If each car is moving in uniform speed then the ratio of the speed of Car 2 to that of Car 1 is A) 1 : 4 B) 2 : 9 C) 1 : 2 D) 2 : 7 online.2IIM.com Back to Question Video Solution Click to go “Back to Question” Click to see “overall Solution page” --- PAGE 41 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time Speed Distance,Relative speed problem,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time Speed Distance, archetype:Relative speed problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q02,"Let 𝑎1, 𝑎2, 𝑎3, ...,𝑎52 be positive integers such that 𝑎1 ＜𝑎2 ＜... ＜𝑎52 . Suppose, their arithmetic mean is one less than the arithmetic mean of 𝑎2, 𝑎3, ..., 𝑎52. If 𝑎52 = 100, then the largest possible value of 𝑎1 is Actual CAT 2018 Question Paper",MCQ,48,20,45,23 online.2IIM.com Answer,D,"Let 𝑎1, 𝑎2, 𝑎3, ...,𝑎52 be positive integers such that 𝑎1 ＜𝑎2 ＜... ＜𝑎52 . Suppose, their arithmetic mean is one less than the arithmetic mean of 𝑎2, 𝑎3, ..., 𝑎52. If 𝑎52 = 100, then the largest possible value of 𝑎1 is A) 48 B) 20 C) 45 D) 23 online.2IIM.com Back to Question Video Solution --- PAGE 42 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Averages,Weighted average problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Averages, archetype:Weighted average problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q03,"There are two drums, each containing a mixture of paints A and B. In drum 1, A and B are in the ratio 18 : 7. The mixtures from drums 1 and 2 are mixed in the ratio 3 : 4 and in this final mixture, A and B are in the ratio 13 : 7. In drum 2, then A and B were in the ratio Answer Actual CAT 2018 Question Paper",MCQ,251 : 163,239 : 161,220 : 149,229 : 141 online.2IIM.com,B,"There are two drums, each containing a mixture of paints A and B. In drum 1, A and B are in the ratio 18 : 7. The mixtures from drums 1 and 2 are mixed in the ratio 3 : 4 and in this final mixture, A and B are in the ratio 13 : 7. In drum 2, then A and B were in the ratio A) 251 : 163 B) 239 : 161 C) 220 : 149 D) 229 : 141 online.2IIM.com Back to Question Video Solution --- PAGE 43 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q04,"On a triangle ABC, a circle with diameter BC is drawn, intersecting AB and AC at points P and Q, respectively. If the lengths of AB, AC, and CP are 30 cm, 25 cm, and 20 cm respectively, then the length of BQ, in cm, is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,24,"On a triangle ABC, a circle with diameter BC is drawn, intersecting AB and AC at points P and Q, respectively. If the lengths of AB, AC, and CP are 30 cm, 25 cm, and 20 cm respectively, then the length of BQ, in cm, is (TITA) Answer: 24 online.2IIM.com Back to Question Video Solution --- PAGE 44 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Profit and Loss,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Profit and Loss, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q05,"Let t1, t2,… be real numbers such that t1+ t2 +... + tn = 2n2 + 9n + 13, for every positive integer n ≥ 2. If tk=103, then k equals (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,24,"Let t1, t2,… be real numbers such that t1+ t2 +... + tn = 2n2 + 9n + 13, for every positive integer n ≥ 2. If tk=103, then k equals (TITA) Answer: 24 online.2IIM.com Back to Question Video Solution --- PAGE 45 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q06,"From a rectangle ABCD of area 768 sq cm, a semicircular part with diameter AB and area 72π sq cm is removed. The perimeter of the leftover portion, in cm, is Answer Actual CAT 2018 Question Paper",MCQ,88 + 12π,80 + 16π,86 + 8π,82 + 24π online.2IIM.com,A,"From a rectangle ABCD of area 768 sq cm, a semicircular part with diameter AB and area 72π sq cm is removed. The perimeter of the leftover portion, in cm, is A) 88 + 12π B) 80 + 16π C) 86 + 8π D) 82 + 24π online.2IIM.com Back to Question Video Solution --- PAGE 46 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q07,"If N and x are positive integers such that NN = 2160 and N2 + 2N is an integral multiple of 2x, then the largest possible x is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,10,"If N and x are positive integers such that NN = 2160 and N2 + 2N is an integral multiple of 2x, then the largest possible x is (TITA) Answer: 10 online.2IIM.com Back to Question Video Solution --- PAGE 47 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
